OTTAWA	82	52	21	1	113	.689	3.21	2.22	1.29	21.2	84.9	29.8	24.8	.725	.484	.857	.900	.625	.591	47.1
DETROIT	82	48	20	4	110	.671	3.28	2.48	1.24	23.8	85.4	29.8	28.8	.686	.419	.824	.844	.625	.550	52.2
DALLAS	82	46	17	4	111	.677	2.99	2.06	1.48	18.9	85.5	30.1	25.3	.705	.395	.824	.881	.582	.429	50.2
NEW JERSEY	82	46	20	6	108	.659	2.63	2.02	1.37	11.8	87.8	31.7	23.6	.708	.353	.821	.846	.523	.692	50.7
PHILADELPHIA	82	45	20	4	107	.652	2.57	2.02	1.45	14.3	85.2	30.9	24.6	.744	.372	.864	.882	.589	.478	52.2
VANCOUVER	82	45	23	1	104	.634	3.22	2.54	1.20	20.7	84.0	29.1	26.6	.605	.487	.735	.833	.580	.517	49.8
TORONTO	82	44	28	3	98	.598	2.88	2.54	1.04	17.5	86.8	26.3	29.5	.647	.355	.645	.848	.478	.596	50.7
COLORADO	82	42	19	8	105	.640	3.06	2.37	1.49	18.7	82.4	29.1	28.3	.612	.364	.658	.756	.429	.600	47.9
MINNESOTA	82	42	29	1	95	.579	2.42	2.17	0.94	14.2	86.0	25.4	28.5	.861	.239	.955	.968	.379	.569	46.8
ST LOUIS	82	41	24	6	99	.604	3.08	2.71	1.06	20.4	81.7	28.1	25.0	.528	.478	.609	.781	.511	.516	49.0
ANAHEIM	82	40	27	6	95	.579	2.48	2.35	0.95	16.0	87.3	27.4	29.0	.667	.300	.692	.765	.459	.500	55.2
WASHINGTON	82	39	29	6	92	.561	2.73	2.68	1.14	17.2	81.2	27.1	29.9	.651	.282	.750	.818	.543	.435	49.2
TAMPA BAY	82	36	25	5	93	.567	2.67	2.56	0.98	17.9	82.5	29.2	28.0	.600	.286	.708	.727	.469	.375	50.2
EDMONTON	82	36	26	9	92	.561	2.82	2.80	1.04	14.5	82.6	28.0	27.4	.605	.256	.690	.667	.450	.436	51.1
BOSTON	82	36	31	4	87	.530	2.99	2.89	1.07	18.1	82.6	32.1	28.3	.675	.214	.750	.839	.439	.435	49.6
NY ISLANDERS	82	35	34	2	83	.506	2.73	2.82	0.99	15.1	83.4	29.6	28.3	.568	.311	.654	.824	.447	.400	51.1
LOS ANGELES	82	33	37	6	78	.476	2.48	2.70	0.96	14.6	83.2	27.7	26.1	.524	.275	.737	.806	.467	.343	49.0
NY RANGERS	82	32	36	4	78	.476	2.56	2.82	1.05	16.2	81.1	30.1	29.6	.476	.300	.600	.870	.350	.429	53.3
PHOENIX	82	31	35	5	78	.476	2.49	2.80	1.02	14.2	81.3	28.0	30.0	.636	.204	.762	.826	.400	.356	46.6
ATLANTA	82	31	39	5	74	.451	2.76	3.46	0.74	17.2	81.6	26.4	31.6	.500	.262	.536	.741	.556	.344	45.9
CHICAGO	82	30	33	6	79	.482	2.52	2.76	1.03	12.6	84.8	27.8	28.6	.523	.184	.773	.727	.361	.395	50.1
MONTREAL	82	30	35	9	77	.470	2.51	2.85	0.97	13.9	81.7	25.8	32.7	.512	.220	.533	.658	.375	.344	52.7
CALGARY	82	29	36	4	75	.457	2.27	2.78	0.85	12.0	83.2	28.5	27.1	.556	.196	.636	.625	.327	.407	53.9
COLUMBUS	82	29	42	3	69	.421	2.60	3.21	0.64	17.3	85.3	26.1	32.2	.500	.250	.560	.719	.500	.328	48.6
SAN JOSE	82	28	37	8	73	.445	2.61	2.92	0.92	18.1	81.0	28.1	29.2	.400	.286	.593	.714	.343	.341	50.3
NASHVILLE	82	27	35	7	74	.451	2.23	2.51	0.96	13.8	82.7	28.2	27.5	.550	.119	.643	.818	.289	.410	48.5
BUFFALO	82	27	37	8	72	.439	2.32	2.67	0.84	14.4	85.4	28.6	28.0	.474	.205	.542	.593	.324	.357	50.1
PITTSBURGH	82	27	44	5	65	.396	2.30	3.11	0.63	18.3	83.5	25.4	30.9	.475	.190	.600	.870	.400	.305	49.4
FLORIDA	82	24	36	9	70	.427	2.15	2.89	0.75	14.1	81.4	27.2	33.2	.500	.146	.667	.792	.167	.339	46.2
CAROLINA	82	22	43	6	61	.372	2.08	2.93	0.72	13.8	81.8	29.4	28.4	.433	.173	.600	.636	.227	.297	52.9
