WASHINGTON	82	54	15	13	121	.738	3.82	2.77	1.57	25.2	78.8	32.8	30.9	.731	.533	.718	.889	.674	.649	51.5
CHICAGO	82	52	22	8	112	.683	3.20	2.48	1.20	17.7	85.3	34.1	25.1	.714	.462	.714	.897	.629	.667	52.4
SAN JOSE	82	51	20	11	113	.689	3.13	2.55	1.23	21.0	85.0	31.7	31.4	.795	.465	.821	.878	.590	.692	55.6
PHOENIX	82	50	25	7	107	.652	2.57	2.39	1.15	14.6	84.5	30.5	29.6	.857	.350	.958	.917	.550	.722	50.0
VANCOUVER	82	49	28	5	103	.628	3.27	2.66	1.24	20.9	81.6	30.9	29.5	.795	.419	.839	.970	.500	.719	51.4
NEW JERSEY	82	48	27	7	103	.628	2.63	2.27	1.09	18.7	82.8	30.0	27.0	.733	.405	.813	.943	.542	.700	49.4
PITTSBURGH	82	47	28	7	101	.616	3.04	2.87	1.07	17.2	84.1	32.8	28.7	.683	.463	.769	.848	.571	.517	49.3
NASHVILLE	82	47	29	6	100	.610	2.65	2.70	1.05	16.4	77.1	30.6	29.2	.800	.404	.958	.871	.585	.553	49.2
LOS ANGELES	82	46	27	9	101	.616	2.82	2.57	1.07	20.8	80.3	29.1	27.6	.739	.333	.815	.935	.513	.571	50.6
BUFFALO	82	45	27	10	100	.610	2.82	2.45	1.10	17.6	86.6	31.6	31.4	.756	.341	.778	1.000	.457	.643	48.6
DETROIT	82	44	24	14	102	.622	2.72	2.52	0.93	19.2	83.9	33.4	29.4	.658	.432	.643	.824	.549	.519	51.1
OTTAWA	82	44	32	6	94	.573	2.68	2.84	0.88	16.9	84.3	29.7	28.5	.756	.317	.840	.966	.565	.548	49.3
COLORADO	82	43	30	9	95	.579	2.89	2.78	1.08	18.1	80.2	27.9	32.1	.650	.405	.758	.805	.500	.527	47.7
PHILADELPHIA	82	41	35	6	88	.537	2.83	2.71	0.97	21.4	83.0	31.6	28.6	.673	.242	.786	.882	.449	.556	50.1
ST LOUIS	82	40	32	10	90	.549	2.66	2.66	0.99	16.9	86.8	29.8	30.2	.521	.441	.625	.758	.475	.500	48.8
CALGARY	82	40	32	10	90	.549	2.45	2.48	0.99	16.0	82.3	28.7	28.9	.660	.219	.714	.868	.432	.474	48.0
BOSTON	82	39	30	13	91	.555	2.39	2.33	0.95	16.6	86.4	31.7	29.8	.700	.262	.731	.786	.532	.345	52.6
ANAHEIM	82	39	32	11	89	.543	2.84	2.96	0.98	21.0	79.3	30.1	33.4	.568	.368	.742	.743	.576	.396	48.1
MONTREAL	82	39	33	10	88	.537	2.56	2.66	0.90	21.8	83.0	28.6	32.1	.718	.256	.633	.839	.457	.452	49.7
NY RANGERS	82	38	33	11	87	.530	2.67	2.61	1.06	18.3	84.3	29.6	29.9	.618	.354	.692	.842	.447	.463	49.2
MINNESOTA	82	38	36	8	84	.512	2.61	2.92	0.88	19.1	82.7	27.6	29.5	.706	.292	.741	.875	.438	.489	52.2
DALLAS	82	37	31	14	88	.537	2.80	2.98	0.98	18.6	77.4	30.8	31.2	.657	.298	.667	.880	.474	.425	48.1
ATLANTA	82	35	34	13	83	.506	2.80	3.05	0.97	16.1	82.2	29.4	33.1	.641	.233	.750	.826	.370	.472	50.8
CAROLINA	82	35	37	10	80	.488	2.76	3.06	0.88	16.9	80.6	29.3	31.4	.610	.244	.778	.818	.389	.477	48.1
TAMPA BAY	82	34	36	12	80	.488	2.60	3.08	0.83	19.3	80.1	28.9	31.4	.611	.261	.667	.828	.357	.440	51.5
NY ISLANDERS	82	34	37	11	79	.482	2.61	3.15	0.83	16.0	76.3	30.4	31.9	.641	.209	.600	.794	.405	.462	48.2
COLUMBUS	82	32	35	15	79	.482	2.61	3.04	0.82	18.2	81.7	28.5	30.7	.526	.273	.481	.686	.367	.400	51.0
FLORIDA	82	32	37	13	77	.470	2.46	2.85	0.90	14.2	79.4	28.4	34.1	.462	.326	.600	.700	.444	.393	49.9
TORONTO	82	30	38	14	74	.451	2.56	3.21	0.94	14.0	74.6	32.6	29.8	.600	.231	.632	.818	.383	.357	50.8
EDMONTON	82	27	47	8	62	.378	2.51	3.39	0.75	17.3	78.0	28.3	33.1	.588	.146	.778	.810	.280	.345	46.4
