COLORADO	82	52	16	4	118	.720	3.29	2.34	1.19	22.0	82.7	29.2	25.1	.773	.474	.818	.851	.636	.640	51.3
DETROIT	82	49	20	4	111	.677	3.08	2.46	1.23	22.1	85.7	32.3	27.1	.745	.400	.800	.941	.604	.607	54.4
NEW JERSEY	82	48	19	3	111	.677	3.60	2.38	1.20	22.9	84.6	31.6	24.7	.727	.421	.839	.921	.583	.684	49.4
OTTAWA	82	48	21	4	109	.665	3.34	2.50	1.14	18.6	86.4	30.2	27.3	.720	.375	.737	.837	.542	.625	48.6
DALLAS	82	48	24	2	106	.646	2.94	2.28	1.05	19.6	86.2	25.6	24.9	.800	.324	.828	.946	.625	.550	51.2
BUFFALO	82	46	30	1	98	.598	2.66	2.24	0.96	16.0	88.0	26.9	26.8	.760	.250	.862	.947	.610	.500	50.0
ST LOUIS	82	43	22	5	103	.628	3.04	2.38	1.27	18.7	85.3	30.4	23.6	.780	.268	.821	.846	.516	.438	51.9
PHILADELPHIA	82	43	25	3	100	.610	2.93	2.52	1.35	15.7	82.4	29.9	26.1	.660	.313	.667	.816	.447	.618	50.3
PITTSBURGH	82	42	28	3	96	.585	3.43	3.12	0.77	20.2	80.7	29.2	29.2	.667	.391	.733	.897	.512	.486	46.7
WASHINGTON	82	41	27	4	96	.585	2.84	2.57	0.94	21.2	84.1	28.6	27.7	.769	.256	.821	.844	.558	.459	55.2
SAN JOSE	82	40	27	3	95	.579	2.65	2.34	1.33	14.0	86.1	27.6	26.5	.658	.341	.760	.957	.622	.353	48.3
EDMONTON	82	39	28	3	93	.567	2.96	2.71	1.18	14.8	83.7	26.2	26.1	.692	.279	.696	.853	.487	.450	51.1
LOS ANGELES	82	38	28	3	92	.561	3.07	2.78	1.00	19.3	81.1	27.9	26.3	.625	.235	.697	.861	.537	.359	50.7
CAROLINA	82	38	32	3	88	.537	2.58	2.74	0.96	18.8	87.1	27.0	26.9	.625	.310	.692	.889	.550	.417	54.9
TORONTO	82	37	29	5	90	.549	2.83	2.52	1.28	16.0	84.9	27.8	27.4	.667	.256	.688	.818	.452	.444	52.8
VANCOUVER	82	36	28	7	90	.549	2.92	2.90	1.17	17.0	80.8	29.7	25.9	.600	.243	.710	.765	.463	.400	46.9
BOSTON	82	36	30	8	88	.537	2.77	3.04	1.19	16.4	82.7	28.8	26.7	.649	.267	.760	.862	.449	.387	49.2
PHOENIX	82	35	27	3	90	.549	2.61	2.58	1.12	16.6	85.1	25.1	29.6	.533	.297	.571	.763	.440	.411	49.8
NASHVILLE	82	34	36	3	80	.488	2.27	2.44	0.83	14.1	85.2	26.6	28.6	.684	.182	.667	.862	.469	.362	48.4
NY RANGERS	82	33	43	1	72	.439	3.05	3.54	0.99	17.9	78.5	28.6	31.4	.650	.167	.640	.844	.379	.400	51.2
CHICAGO	82	29	40	5	71	.433	2.56	3.00	1.09	12.8	83.9	26.3	26.7	.526	.205	.609	.826	.432	.317	49.9
COLUMBUS	82	28	39	6	71	.433	2.32	2.84	0.58	14.7	80.7	25.4	30.2	.442	.231	.630	.786	.417	.304	50.5
MONTREAL	82	28	40	6	70	.427	2.51	2.83	0.93	16.1	82.2	26.2	28.0	.741	.145	.800	.885	.368	.341	49.5
CALGARY	82	27	36	4	73	.445	2.40	2.88	0.92	14.9	79.8	27.2	27.1	.553	.136	.667	.733	.400	.256	51.6
MINNESOTA	82	25	39	5	68	.415	2.05	2.56	0.75	9.6	84.7	24.6	28.1	.500	.152	.450	.656	.344	.286	48.1
ANAHEIM	82	25	41	5	66	.402	2.29	2.99	0.92	17.6	81.7	25.9	29.5	.486	.156	.435	.750	.355	.280	48.3
TAMPA BAY	82	24	47	5	59	.360	2.45	3.42	0.77	12.5	82.9	24.6	31.2	.465	.103	.545	.739	.438	.222	46.9
ATLANTA	82	23	45	2	60	.366	2.57	3.52	0.74	13.6	77.9	27.9	32.4	.529	.104	.480	.864	.200	.321	46.1
FLORIDA	82	22	38	9	66	.402	2.44	3.00	0.76	13.0	83.9	26.5	31.2	.378	.178	.421	.500	.240	.296	48.5
NY ISLANDERS	82	21	51	3	52	.317	2.26	3.27	1.01	13.2	82.2	27.5	29.0	.486	.085	.500	.684	.243	.273	48.7
