DETROIT	82	58	16	8	124	.756	3.67	2.51	1.48	22.1	85.5	34.1	26.6	.745	.657	.794	.950	.710	.750	52.8
DALLAS	82	53	23	6	112	.683	3.08	2.65	1.21	17.7	83.7	28.5	25.6	.721	.564	.857	.816	.653	.613	50.3
OTTAWA	82	52	21	9	113	.689	3.80	2.50	1.49	20.8	84.7	34.3	28.6	.870	.333	.865	.956	.673	.591	50.3
CAROLINA	82	52	22	8	112	.683	3.49	3.15	1.02	17.9	81.8	31.1	30.5	.878	.390	.875	.939	.674	.605	51.7
BUFFALO	82	52	24	6	110	.671	3.37	2.85	1.01	21.2	86.6	30.6	30.5	.800	.432	.875	.892	.689	.576	49.7
NASHVILLE	82	49	25	8	106	.646	3.08	2.73	1.17	18.4	84.6	29.0	32.5	.565	.639	.706	.857	.697	.532	53.8
CALGARY	82	46	25	11	103	.628	2.63	2.35	1.16	18.2	84.2	28.0	27.6	.640	.438	.629	.868	.628	.457	50.4
NEW JERSEY	82	46	27	9	101	.616	2.84	2.74	0.99	17.8	81.9	29.2	29.3	.696	.389	.844	.886	.543	.512	49.5
PHILADELPHIA	82	45	26	11	101	.616	3.21	3.08	1.04	18.0	79.1	31.1	28.9	.689	.378	.767	.769	.580	.517	49.5
NY RANGERS	82	44	26	12	100	.610	3.05	2.57	1.28	18.9	83.7	29.9	28.8	.702	.314	.829	.853	.512	.553	47.5
SAN JOSE	82	44	27	11	99	.604	3.23	2.87	1.13	18.2	80.7	30.3	26.6	.750	.333	.833	.906	.593	.444	48.4
ANAHEIM	82	43	27	12	98	.598	3.06	2.71	1.20	18.1	83.5	31.5	29.6	.684	.386	.688	.838	.551	.448	50.8
COLORADO	82	43	30	9	95	.579	3.42	3.06	1.09	18.8	84.6	30.0	29.5	.633	.364	.636	.909	.605	.442	48.1
TAMPA BAY	82	43	33	6	92	.561	3.00	3.12	0.88	16.7	81.5	31.6	27.6	.682	.342	.833	.839	.569	.462	50.1
MONTREAL	82	42	31	9	93	.567	2.94	2.98	1.01	19.2	81.1	30.1	30.6	.738	.275	.731	.774	.553	.465	49.3
VANCOUVER	82	42	32	8	92	.561	3.07	3.06	0.95	18.2	81.8	28.8	30.1	.667	.391	.909	.818	.600	.469	48.1
LOS ANGELES	82	42	35	5	89	.543	2.96	3.28	0.96	14.2	78.7	29.2	30.0	.625	.405	.786	.893	.568	.467	49.9
EDMONTON	82	41	28	13	95	.579	3.04	2.95	0.90	18.1	84.1	29.8	25.5	.775	.238	.696	.840	.500	.500	53.4
TORONTO	82	41	33	8	90	.549	3.10	3.21	0.84	21.4	80.0	28.3	30.6	.614	.368	.655	.867	.444	.510	51.6
ATLANTA	82	41	33	8	90	.549	3.37	3.29	1.00	18.9	79.2	30.8	30.3	.719	.360	.741	.880	.512	.500	50.1
MINNESOTA	82	38	36	8	84	.512	2.76	2.58	0.91	17.0	87.4	26.8	30.0	.643	.275	.783	.828	.452	.468	48.3
PHOENIX	82	38	39	5	81	.494	2.95	3.27	0.88	17.7	80.9	28.3	30.2	.622	.333	.708	.800	.474	.463	49.2
FLORIDA	82	37	34	11	85	.518	2.88	3.07	1.10	15.3	82.3	33.2	34.8	.579	.341	.765	.824	.514	.413	50.7
NY ISLANDERS	82	36	40	6	78	.476	2.70	3.35	0.91	16.9	79.2	30.3	31.1	.649	.267	.640	.852	.471	.422	48.7
COLUMBUS	82	35	43	4	74	.451	2.62	3.37	0.82	14.2	81.8	27.4	33.7	.559	.333	.600	.882	.529	.391	49.4
BOSTON	82	29	37	16	74	.451	2.78	3.15	0.94	14.8	83.7	30.6	32.1	.525	.190	.556	.697	.419	.320	52.0
WASHINGTON	82	29	41	12	70	.427	2.80	3.66	0.92	14.7	78.9	29.8	35.1	.432	.289	.381	.818	.417	.339	50.4
CHICAGO	82	26	43	13	65	.396	2.55	3.40	0.84	12.2	83.9	30.2	29.5	.533	.192	.619	.810	.282	.366	48.9
PITTSBURGH	82	22	46	14	58	.354	2.96	3.78	0.83	19.0	78.8	28.0	33.2	.594	.060	.722	.810	.320	.250	45.9
ST LOUIS	82	21	46	15	57	.348	2.35	3.46	0.61	14.6	82.2	28.5	30.6	.400	.119	.524	.500	.237	.273	50.7
